IMAGE DETAILS (frame size),,NMJ,THRESHOLD,PRE-SYNAPTIC,,,,Branch analysis,,,,,,,,,POST-SYNAPTIC,,,,,,,,,,,
"Number of pixels (eg, 512 x 512)","Metric (eg, 67.48 x 67.48um)",Ref number,(nerve terminal/motor endplate),Number of Axonal Inputs,Axon Diameter (um),Nerve Terminal Perimeter (um),Nerve Terminal Area (um2),Value 0 (background white pixels),Value 2 (terminal pixels),Value 4 (three-point branch pixels),Value 5 (four-point branch pixels), Number of Terminal Branches,Number of Branch Points,Total Length of Branches (um),Average Length of Branches (um),"""Complexity""",AChR Perimeter (um),AChR Area (um2),Endplate Diameter (um),Endplate Perimeter (um),Endplate Area (um2),"""Compactness"" (%)",Unoccupied AChR Area (um2),"""Area of Synaptic Contact"" (um2)","""Overlap"" (%)",Number of AChR Clusters,Average Area of AChR Clusters (um2),"""Fragmentation"""
512,52.39530217,MAX_Pig 2 S TRITC-BTX SV22H3017.tif,Otsu/Otsu,nd,NaN,197.4852936,152.6451944,261013,50,117,26,50,40.04,115.7404038,2.314808076,5.364949066,192.6894716,165.5890377,42.01267409,100.200308,249.4307931,66.38676631,42.67489188,122.9141459,74.22843175,1,165.5890377,0
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3018.tif,Otsu/Otsu,nd,NaN,183.0142055,146.9788473,261266,38,80,19,38,27.72,86.62304793,2.279553893,4.960210283,281.0905586,122.6251337,27.3928972,77.89043574,300.4500715,40.81381411,42.20532122,80.41981244,65.58183469,,,
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3019.tif,Otsu/Otsu,nd,NaN,210.3501188,140.1360573,261015,40,95,15,40,30.8,111.3865844,2.78466461,5.137443595,192.864676,185.1933476,31.47717645,80.33999615,302.017197,61.31880882,75.02735608,110.1659915,59.48701341,5,37.03866952,0.8
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3021.tif,Otsu/Otsu,nd,NaN,321.4042789,163.389863,260591,96,146,28,96,48.72,153.2182158,1.596023081,5.855288913,382.0188585,213.946693,37.02085471,106.1515301,456.2087148,46.89666944,86.57152374,127.3751692,59.53593741,7,30.56381328,0.857142857
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3022.tif,Otsu/Otsu,nd,NaN,174.5000629,113.3975875,261301,52,74,17,52,25.48,83.16996515,1.599422407,5.042169287,200.0973614,140.8952857,26.70394139,74.4344487,232.1876439,60.68164668,47.37391568,93.52137006,66.37650761,2,70.44764287,0.5
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3023.tif,Otsu/Otsu,nd,NaN,339.7770556,148.4875706,260548,107,162,26,107,52.64,157.4605746,1.471594155,5.94787149,349.7947301,256.3272162,34.97128176,106.9004383,486.8211966,52.65325709,131.0642644,125.2629519,48.86837758,5,51.26544324,0.8
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3024.tif,Otsu/Otsu,nd,NaN,352.0562298,153.5296264,260289,117,226,38,117,73.92,183.0133871,1.564216984,6.199430679,368.7230073,269.3995733,32.70871448,105.8163867,513.540199,52.45929604,135.0161464,134.3834269,49.88256859,2,134.6997866,0.5
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3025.tif,Otsu/Otsu,1,1.12605537,303.1111664,160.9175035,260601,97,191,33,97,62.72,152.2316207,1.569398151,5.966682655,310.3244343,207.3083106,28.64270898,80.17483044,335.8223318,61.73154401,82.02588605,125.2824245,60.43290024,2,103.6541553,0.5
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3026.tif,Otsu/Otsu,1,0.9546692,249.2384467,157.5009754,260920,47,101,14,47,32.2,120.7592377,2.569345482,5.261874092,283.2916617,198.1196992,41.4689279,108.4352201,390.6522555,50.7151044,80.88704321,117.232656,59.1726398,4,49.5299248,0.75
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3027.tif,Otsu/Otsu,nd,NaN,320.1544072,202.0131786,260654,64,116,24,64,39.2,147.0026668,2.296916668,5.566791254,341.5008876,272.0666067,35.4517261,111.484952,562.8316482,48.33889629,103.6249653,168.4416413,61.91191319,1,272.0666067,0
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3028.tif,Otsu/Otsu,nd,NaN,259.614676,184.8429345,260869,51,110,18,51,35.84,125.7908726,2.466487697,5.361587307,305.7016715,203.551103,31.42518281,93.99297008,435.475937,46.74221596,69.64462024,133.9064827,65.78519142,5,40.71022059,0.8
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3029.tif,Otsu/Otsu,1,0.88761646,256.2448078,161.160846,260817,45,125,23,45,41.44,130.921167,2.909359266,5.387642128,295.8712896,189.3107021,29.66765388,82.18187519,325.4072744,58.17654273,76.97409599,112.3366061,59.33980744,2,94.65535103,0.5
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3030.tif,Otsu/Otsu,nd,NaN,270.7023858,199.3072104,260494,68,202,33,68,65.8,162.788188,2.393943941,5.862357695,293.8749784,202.7918745,34.3217413,94.93579478,381.3857745,53.17237507,74.93975279,127.8521217,63.04597855,11,18.43562495,0.909090909
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3031.tif,Huang/Huang,nd,NaN,410.5216455,179.6354058,260215,131,211,40,131,70.28,190.3141907,1.452780082,6.243574221,384.8236418,235.4971014,32.58841678,113.2666317,521.7749079,45.13384945,97.74581082,137.7512906,58.49383698,6,39.2495169,0.833333333
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3032.tif,Otsu/Otsu,1,1.10277414,202.0649522,119.3740784,261025,50,124,25,50,41.72,110.3999893,2.207999787,5.362283336,225.6035693,159.7591934,32.71585579,84.41017777,260.5224403,61.32262283,60.35867087,99.40052255,62.2189687,4,39.93979836,0.75
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3033.tif,Otsu/Otsu,1,1.23880338,177.3701339,133.8091532,261028,44,112,32,44,40.32,110.1040108,2.502363882,5.290776339,173.3186273,121.0288071,29.51519182,75.41523525,224.6829624,53.86648183,30.70008836,90.32871875,74.63406515,6,20.17146785,0.833333333
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3034.tif,Otsu/Otsu,nd,NaN,119.0895072,72.63285818,261558,31,51,4,31,15.4,57.81447162,1.864982956,4.440918976,147.4867621,85.11145965,21.45271541,61.01845691,141.6155794,60.10035054,31.80973011,53.30172954,62.62579653,3,28.37048655,0.666666667
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3035.tif,Otsu/Otsu,nd,NaN,275.8430812,140.8368836,260887,76,98,22,76,33.6,124.0150014,1.631776334,5.500627092,274.649569,252.589476,31.09293171,86.92574607,427.8641848,59.03496599,125.9443384,126.6451376,50.13872296,1,252.589476,0
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3036.tif,Otsu/Otsu,nd,NaN,289.2262985,262.8682616,260543,53,128,22,53,42,157.9538721,2.980261738,5.546055437,265.9604827,162.7182378,37.51981003,115.0623344,350.2184719,46.46192329,34.81744327,127.9007945,78.60261778,,,
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3038.tif,Huang/Otsu,nd,NaN,329.8965907,109.280233,260710,151,167,26,151,54.04,141.4777343,0.936938638,6.062380384,226.5837194,141.3917044,33.97842619,157.4743057,339.0149849,41.70662379,70.3357129,71.05599146,50.25471033,5,28.27834087,0.8
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3039.tif,Huang/Otsu,nd,NaN,196.3026198,68.74911248,261256,89,113,21,89,37.52,87.60964301,0.984378011,5.466204747,310.1542174,145.4214555,35.72305336,140.8078604,347.9505202,41.79371696,86.77593143,58.64552411,40.32797216,4,36.35536389,0.75
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3040.tif,Huang/Otsu,nd,NaN,277.9032171,128.6600267,260876,70,84,20,70,29.12,125.100256,1.787146514,5.406547609,343.3712986,172.1891264,38.72244291,108.4930135,476.8928241,36.10646201,75.76711725,96.42200915,55.9977341,6,28.69818773,0.833333333
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3041.tif,Huang/Otsu,1,1.00879905,346.1067309,136.1063061,260490,106,198,32,106,64.4,163.1828261,1.539460623,6.046866183,325.3821991,248.7349314,32.3568593,104.9734245,455.3034809,54.63057978,122.4888751,126.2460563,50.75525807,2,124.3674657,0.5
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3042.tif,Huang/Otsu,nd,NaN,362.7166625,204.9138208,260424,84,148,45,84,54.04,169.6943536,2.020170876,5.886662018,392.0052819,298.1237176,47.72,157,824.2,36.17128337,141.7908013,156.3329163,52.43893964,20,14.90618588,0.95
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3045.tif,Huang/Otsu,nd,NaN,288.2706752,149.3246686,260843,81,103,21,81,34.72,128.3560198,1.584642219,5.557480977,354.7591313,180.4141016,42.63308111,142.2939249,425.4015591,42.41030569,77.60678646,102.8073152,56.98407954,12,15.03450847,0.916666667
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3046.tif,Huang/Otsu,nd,NaN,347.2939122,150.4927125,260448,121,183,39,121,62.16,167.3265254,1.382863846,6.099861169,402.9611492,247.7031593,35.49137814,134.0990139,500.3607712,49.50491197,124.6594901,123.0436693,49.67383929,8,30.96289492,0.875
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3047.tif,Huang/Otsu,1,0.65188143,294.2171025,150.4732451,260620,61,141,17,61,44.24,150.35709,2.464870328,5.608268865,328.1602417,196.124291,37.06578757,98.71290214,382.6706227,51.25146258,78.00586814,118.1184229,60.22630968,3,65.37476367,0.666666667
512,50.51366804,MAX_Pig 2 S TRITC-BTX SV22H3048.tif,Otsu/Otsu,nd,NaN,160.432652,106.2530528,261408,39,58,15,39,20.44,72.61339781,1.861881995,4.762562258,179.1103819,125.0974931,25.90690473,69.24636089,215.8155631,57.9650009,41.95224503,83.14524805,66.46435992,3,41.69916436,0.666666667
